timestamp,pid,cmd,gpu_id,memory_current_bytes
2025-10-02T05:45:38+00:00,21537,VLLM::EngineCore,0,1614807040
2025-10-02T05:45:39+00:00,21537,VLLM::EngineCore,0,6513754112
2025-10-02T05:45:40+00:00,21537,VLLM::EngineCore,0,6515851264
2025-10-02T05:45:41+00:00,21537,VLLM::EngineCore,0,18895339520
2025-10-02T05:45:42+00:00,21537,VLLM::EngineCore,0,32436649984
2025-10-02T05:45:43+00:00,21537,VLLM::EngineCore,0,38319161344
2025-10-02T05:45:43+00:00,21747,python diffusion.py --dataset_path datasets/vidprom.txt,0,0
2025-10-02T05:45:44+00:00,21537,VLLM::EngineCore,0,38319161344
2025-10-02T05:45:44+00:00,21747,python diffusion.py --dataset_path datasets/vidprom.txt,0,0
2025-10-02T05:45:46+00:00,21537,VLLM::EngineCore,0,38319161344
2025-10-02T05:45:46+00:00,21747,python diffusion.py --dataset_path datasets/vidprom.txt,0,0
2025-10-02T05:45:47+00:00,21537,VLLM::EngineCore,0,38319161344
2025-10-02T05:45:47+00:00,21747,python diffusion.py --dataset_path datasets/vidprom.txt,0,0
2025-10-02T05:45:48+00:00,21537,VLLM::EngineCore,0,38319161344
2025-10-02T05:45:48+00:00,21747,python diffusion.py --dataset_path datasets/vidprom.txt,0,0
2025-10-02T05:45:49+00:00,21537,VLLM::EngineCore,0,38319161344
2025-10-02T05:45:49+00:00,21747,python diffusion.py --dataset_path datasets/vidprom.txt,0,0
2025-10-02T05:45:50+00:00,21537,VLLM::EngineCore,0,38319161344
2025-10-02T05:45:50+00:00,21747,python diffusion.py --dataset_path datasets/vidprom.txt,0,3013607424
2025-10-02T05:45:51+00:00,21537,VLLM::EngineCore,0,36463181824
2025-10-02T05:45:51+00:00,21747,python diffusion.py --dataset_path datasets/vidprom.txt,0,4978638848
2025-10-02T05:45:52+00:00,21537,VLLM::EngineCore,0,34498150400
2025-10-02T05:45:52+00:00,21747,python diffusion.py --dataset_path datasets/vidprom.txt,0,6949961728
2025-10-02T05:45:53+00:00,21537,VLLM::EngineCore,0,32516341760
2025-10-02T05:45:53+00:00,21747,python diffusion.py --dataset_path datasets/vidprom.txt,0,8923381760
2025-10-02T05:45:54+00:00,21537,VLLM::EngineCore,0,30568087552
2025-10-02T05:45:54+00:00,21747,python diffusion.py --dataset_path datasets/vidprom.txt,0,10867441664
2025-10-02T05:45:55+00:00,21537,VLLM::EngineCore,0,28644999168
2025-10-02T05:45:55+00:00,21747,python diffusion.py --dataset_path datasets/vidprom.txt,0,12796821504
2025-10-02T05:45:56+00:00,21537,VLLM::EngineCore,0,26684162048
2025-10-02T05:45:56+00:00,21747,python diffusion.py --dataset_path datasets/vidprom.txt,0,14755561472
2025-10-02T05:45:58+00:00,21537,VLLM::EngineCore,0,24960303104
2025-10-02T05:45:58+00:00,21747,python diffusion.py --dataset_path datasets/vidprom.txt,0,16443768832
2025-10-02T05:45:59+00:00,21537,VLLM::EngineCore,0,24188551168
2025-10-02T05:45:59+00:00,21747,python diffusion.py --dataset_path datasets/vidprom.txt,0,17102274560
2025-10-02T05:46:00+00:00,21537,VLLM::EngineCore,0,24188551168
2025-10-02T05:46:00+00:00,21747,python diffusion.py --dataset_path datasets/vidprom.txt,0,17102274560
2025-10-02T05:46:01+00:00,21537,VLLM::EngineCore,0,24188551168
2025-10-02T05:46:01+00:00,21747,python diffusion.py --dataset_path datasets/vidprom.txt,0,17102274560
2025-10-02T05:46:02+00:00,21537,VLLM::EngineCore,0,24188551168
2025-10-02T05:46:02+00:00,21747,python diffusion.py --dataset_path datasets/vidprom.txt,0,17102274560
2025-10-02T05:46:03+00:00,21537,VLLM::EngineCore,0,23041409024
2025-10-02T05:46:03+00:00,21747,python diffusion.py --dataset_path datasets/vidprom.txt,0,18333302784
2025-10-02T05:46:04+00:00,21537,VLLM::EngineCore,0,20405288960
2025-10-02T05:46:04+00:00,21747,python diffusion.py --dataset_path datasets/vidprom.txt,0,20885536768
2025-10-02T05:46:05+00:00,21537,VLLM::EngineCore,0,20405288960
2025-10-02T05:46:05+00:00,21747,python diffusion.py --dataset_path datasets/vidprom.txt,0,20885536768
2025-10-02T05:46:06+00:00,21537,VLLM::EngineCore,0,20405288960
2025-10-02T05:46:06+00:00,21747,python diffusion.py --dataset_path datasets/vidprom.txt,0,20885536768
2025-10-02T05:46:08+00:00,21537,VLLM::EngineCore,0,20405288960
2025-10-02T05:46:08+00:00,21747,python diffusion.py --dataset_path datasets/vidprom.txt,0,20885536768
2025-10-02T05:46:09+00:00,21537,VLLM::EngineCore,0,20405288960
2025-10-02T05:46:09+00:00,21747,python diffusion.py --dataset_path datasets/vidprom.txt,0,20885536768
2025-10-02T05:46:10+00:00,21537,VLLM::EngineCore,0,20405288960
2025-10-02T05:46:10+00:00,21747,python diffusion.py --dataset_path datasets/vidprom.txt,0,20885536768
2025-10-02T05:46:11+00:00,21537,VLLM::EngineCore,0,20405288960
2025-10-02T05:46:11+00:00,21747,python diffusion.py --dataset_path datasets/vidprom.txt,0,20885536768
2025-10-02T05:46:12+00:00,21537,VLLM::EngineCore,0,20405288960
2025-10-02T05:46:12+00:00,21747,python diffusion.py --dataset_path datasets/vidprom.txt,0,20885536768
2025-10-02T05:46:13+00:00,21537,VLLM::EngineCore,0,20405288960
2025-10-02T05:46:13+00:00,21747,python diffusion.py --dataset_path datasets/vidprom.txt,0,20885536768
2025-10-02T05:46:14+00:00,21537,VLLM::EngineCore,0,20405288960
2025-10-02T05:46:14+00:00,21747,python diffusion.py --dataset_path datasets/vidprom.txt,0,20885536768
2025-10-02T05:46:15+00:00,21537,VLLM::EngineCore,0,20405288960
2025-10-02T05:46:15+00:00,21747,python diffusion.py --dataset_path datasets/vidprom.txt,0,20885536768
2025-10-02T05:46:16+00:00,21537,VLLM::EngineCore,0,20405288960
2025-10-02T05:46:16+00:00,21747,python diffusion.py --dataset_path datasets/vidprom.txt,0,20885536768
2025-10-02T05:46:17+00:00,21537,VLLM::EngineCore,0,20405288960
2025-10-02T05:46:17+00:00,21747,python diffusion.py --dataset_path datasets/vidprom.txt,0,20885536768
2025-10-02T05:46:19+00:00,21537,VLLM::EngineCore,0,20405288960
2025-10-02T05:46:19+00:00,21747,python diffusion.py --dataset_path datasets/vidprom.txt,0,20885536768
2025-10-02T05:46:20+00:00,21537,VLLM::EngineCore,0,20405288960
2025-10-02T05:46:20+00:00,21747,python diffusion.py --dataset_path datasets/vidprom.txt,0,20885536768
2025-10-02T05:46:21+00:00,21537,VLLM::EngineCore,0,20405288960
2025-10-02T05:46:21+00:00,21747,python diffusion.py --dataset_path datasets/vidprom.txt,0,20885536768
2025-10-02T05:46:22+00:00,21537,VLLM::EngineCore,0,20405288960
2025-10-02T05:46:22+00:00,21747,python diffusion.py --dataset_path datasets/vidprom.txt,0,20885536768
2025-10-02T05:46:23+00:00,21537,VLLM::EngineCore,0,20405288960
2025-10-02T05:46:23+00:00,21747,python diffusion.py --dataset_path datasets/vidprom.txt,0,20885536768
2025-10-02T05:46:24+00:00,21537,VLLM::EngineCore,0,20405288960
2025-10-02T05:46:24+00:00,21747,python diffusion.py --dataset_path datasets/vidprom.txt,0,20885536768
2025-10-02T05:46:25+00:00,21537,VLLM::EngineCore,0,20405288960
2025-10-02T05:46:25+00:00,21747,python diffusion.py --dataset_path datasets/vidprom.txt,0,20885536768
2025-10-02T05:46:26+00:00,21537,VLLM::EngineCore,0,20405288960
2025-10-02T05:46:26+00:00,21747,python diffusion.py --dataset_path datasets/vidprom.txt,0,20885536768
2025-10-02T05:46:27+00:00,21537,VLLM::EngineCore,0,20405288960
2025-10-02T05:46:27+00:00,21747,python diffusion.py --dataset_path datasets/vidprom.txt,0,20885536768
2025-10-02T05:46:28+00:00,21537,VLLM::EngineCore,0,20405288960
2025-10-02T05:46:28+00:00,21747,python diffusion.py --dataset_path datasets/vidprom.txt,0,20885536768
2025-10-02T05:46:29+00:00,21537,VLLM::EngineCore,0,21573402624
2025-10-02T05:46:29+00:00,21747,python diffusion.py --dataset_path datasets/vidprom.txt,0,19669188608
2025-10-02T05:46:31+00:00,21537,VLLM::EngineCore,0,22999465984
